lo,hi,n,mean_dz,sem_dz,frac_lo_up_better,p,q,upstream_gene,downstream_gene,effect,consistency,pred,resid,dz_A,dz_B
PF00011,PF00076,106,-0.043407388578942954,0.02953320454214405,0.5377358490566038,0.13976672467238666,0.18454635490722898,PF00011,PF00076,0.043407388578942954,0.5377358490566038,-0.053955752920048526,0.010548364341105572,-0.1283846767599564,0.0415698996020705
PF00011,PF00072,152,-0.043106604913496105,0.028678220355109894,0.5986842105263158,0.02590886939597117,0.044045077973150985,PF00011,PF00072,0.043106604913496105,0.5986842105263158,-0.10924262956730896,0.06613602465381285,0.0790423074913575,-0.16525551731834973
PF00013,PF00072,104,-0.042844460153225475,0.03414782440243633,0.5576923076923077,0.07344913725509675,0.10626683687971444,PF00013,PF00072,0.042844460153225475,0.5576923076923077,-0.090735348549219,0.04789088839599352,0.04834078199150119,-0.13402970229795214
PF00004,PF00397,44,-0.04116941833483034,0.0692046964689907,0.6136363636363636,0.2679653647409168,0.32538651432825616,PF00004,PF00397,0.04116941833483034,0.6136363636363636,0.2392758864771342,-0.2804453048119645,-0.11972261169429667,0.037383775024635975
PF00072,PF00595,130,0.04023714777103007,0.04131826141211194,0.4461538461538462,0.31939552636886726,0.3744637205703961,PF00595,PF00072,0.04023714777103007,0.5538461538461539,0.09468065606789441,-0.05444350829686435,-0.23420396419675168,0.3146782597388118
PF00011,PF02518,152,-0.03868480898977243,0.03239818932433674,0.5723684210526315,0.0786599168398019,0.11143488218971936,PF00011,PF02518,0.03868480898977243,0.5723684210526315,-0.08664765648152473,0.047962847491752295,0.09916531750365437,-0.17653493548319923
PF00004,PF02518,190,0.03649623175252791,0.029702564066161504,0.42105263157894735,0.04760733453482443,0.0744206608820244,PF02518,PF00004,0.03649623175252791,0.5789473684210527,-0.037696746914544846,0.07419297866707275,0.09461048797411345,-0.02161802446905764
PF00041,PF00271,136,-0.0345425325244054,0.05380964866605449,0.5808823529411765,0.08341209268824545,0.1157555572000141,PF00041,PF00271,0.0345425325244054,0.5808823529411765,-0.2798895186618945,0.2453469861374891,-0.06555771014345875,-0.0035273549053520294
PF00013,PF00595,104,-0.03437147833370999,0.03373347806726778,0.5576923076923077,0.29490277750782146,0.348754589052728,PF00013,PF00595,0.03437147833370999,0.5576923076923077,0.003945307518675412,-0.0383167858523854,-0.06428921308181759,-0.004453743585602388
PF00017,PF00076,106,-0.030092136300727865,0.030102896516299053,0.5377358490566038,0.28176167986825895,0.3361367408954668,PF00017,PF00076,0.030092136300727865,0.5377358490566038,-0.02977945488180701,-0.000312681418920855,-0.00022993057202630609,-0.05995434202942943
PF00011,PF00013,104,-0.02981969706700481,0.029047582612655522,0.5192307692307693,0.4958780970186847,0.5467687888318734,PF00011,PF00013,0.02981969706700481,0.5192307692307693,-0.018507281018089967,-0.011312416048914843,-0.028259794311213837,-0.03137959982279578
PF00072,PF07679,140,0.028808462334987166,0.03892087397937719,0.5357142857142857,0.5772132072224969,0.6181180801752723,PF07679,PF00072,0.028808462334987166,0.4642857142857143,-0.02689477347670073,0.0557032358116879,-0.23501242539055903,0.29262935006053337
PF00004,PF00153,158,-0.026988051393324587,0.022144641019768495,0.5443037974683544,0.1450144964686929,0.18963434153598305,PF00004,PF00153,0.026988051393324587,0.5443037974683544,-0.05699429517389712,0.030006243780572532,-0.1330016852458989,0.0790255824592497
PF00013,PF00076,104,-0.026775777761770616,0.032560077280736135,0.5192307692307693,0.4344987236410084,0.484359232911288,PF00013,PF00076,0.026775777761770616,0.5192307692307693,-0.03544847190195856,0.008672694140187943,-0.0754098848050693,0.02185832928152807
PF00397,PF00512,44,-0.026083621141545943,0.10076453368485258,0.5909090909090909,0.4985244839349434,0.5467687888318734,PF00397,PF00512,0.026083621141545943,0.5909090909090909,-0.05978424777587907,0.033700626634333125,0.09383905039115904,-0.1460062926742509
PF00004,PF00076,106,0.025921898152572835,0.03130943899345622,0.49056603773584906,0.885965614236255,0.8974041527900954,PF00076,PF00004,0.025921898152572835,0.5094339622641509,-0.005004843353068639,0.030926741505641474,-0.027096133206812097,0.07893992951195776
PF00153,PF07679,140,-0.025412020257971412,0.031235749956791188,0.6071428571428571,0.06323912518801472,0.09451122006120882,PF00153,PF07679,0.025412020257971412,0.6071428571428571,-0.03019219830313269,0.004780178045161277,0.008379350332780254,-0.05920339084872308
PF02518,PF07679,140,-0.02533681282084901,0.04359786490770288,0.5214285714285715,0.5987083736404059,0.6361276469929312,PF02518,PF07679,0.02533681282084901,0.5214285714285715,-0.04948974656248496,0.024152933741635952,-0.3158640844945497,0.2651904588528517
PF00017,PF00595,130,0.021735774567592677,0.030338313390485455,0.4846153846153846,0.513035453571121,0.5537525530608925,PF00595,PF00017,0.021735774567592677,0.5153846153846153,0.009614324538826963,0.012121450028765714,0.08216796752542962,-0.03869641839024427
PF00595,PF02518,130,-0.021412318113887243,0.04012234317167232,0.5,0.6749048957790703,0.7115276420616555,PF00595,PF02518,0.021412318113887243,0.5,-0.07208568298211018,0.050673364868222937,0.23932178279792984,-0.28214641902570436
PF00072,PF00153,158,-0.020133011525149624,0.04306484520032264,0.5,0.853320300186967,0.8791784911017236,PF00072,PF00153,0.020133011525149624,0.5,0.0032974248264319578,-0.023430436351581582,-0.1808254881859626,0.1405594651356634
PF00004,PF00017,138,-0.018879948838831595,0.026206029493735298,0.5579710144927537,0.17681602319238443,0.21928478963518852,PF00004,PF00017,0.018879948838831595,0.5579710144927537,0.02477461152873837,-0.04365456036756997,-0.14560866991312088,0.10784877223545769
PF00004,PF07679,140,0.015918242736740935,0.02671221880822559,0.5357142857142857,0.8908055928431095,0.8974041527900954,PF07679,PF00004,0.015918242736740935,0.4642857142857143,-0.08718649347702981,0.10310473621377074,-0.028269846380255224,0.0601063318537371
PF00017,PF00072,138,0.011821135936224764,0.04147008636324375,0.5362318840579711,0.7490770521563175,0.7836498391789167,PF00072,PF00017,0.011821135936224764,0.46376811594202894,-0.08506633152906745,0.09688746746529221,0.11391194370770188,-0.09026967183525236
PF00072,PF00076,106,0.003576458692229263,0.04307805578259613,0.4528301886792453,0.5070278189161108,0.5516462669807286,PF00076,PF00072,0.003576458692229263,0.5471698113207547,0.05528687664726044,-0.051710417955031174,-0.0871923658277521,0.09434528321221064
PF00041,PF00072,136,0.002788386800897896,0.03447397488744383,0.47794117647058826,0.8740087037548782,0.8937231857944619,PF00072,PF00041,0.002788386800897896,0.5220588235294117,0.08663028852919459,-0.0838419017282967,0.1344463105323537,-0.12886953693055792
